#SOCIAL
OthersFound &z$n &Cc&claps&z at $N's actions.~
VictFound   &z$n gives you a round of &Ca&cpplause&z.  You &BM&bU&BS&bT&B'&bV&BE&z done something good!~
CharAuto    &zYou &Ca&cpplaud&z at yourself.  Boy, are we conceited!~
OthersAuto  &z$n &Ca&cpplauds&z at $mself.  Boy, are we conceited!~
End

#SOCIAL
Name        bark~
CharNoArg   &BW&boof&z!  &BW&boof&z!~
OthersNoArg &z$n &bb&Ba&br&Bk&bs&z like a dog.~
CharFound   &zYou &bb&Ba&br&Bk&z at $M.~
OthersFound &z$n &bb&Ba&br&Bk&bs&z at $N.~
VictFound   &z$n &Bb&ba&Br&bk&Bs&z at you.~
CharAuto    &zYou bark at yourself.  &CW&coof&z!  &CW&coof&z!~
OthersAuto  &z$n barks at $mself.  &CW&coof&z!  &CW&coof&z!~
End

#SOCIAL
Name        bbl~
CharNoArg   &zYou announce that you will &Cb&ce &Cb&ca&Cc&ck &Cl&ca&Ct&ce&Cr&z.~
OthersNoArg &z$n announces that $e'll &Cb&ce &Cb&ca&Cc&ck &Cl&ca&Ct&ce&Cr&z.~
CharFound   &zYou inform $M that you will &Cb&ce &Cb&ca&Cc&ck &Cl&ca&Ct&ce&Cr&z.~
OthersFound &z$n informs $N that $e will &Cb&ce &Cb&ca&Cc&ck &Cl&ca&Ct&ce&Cr&z.~
VictFound   &z$n informs you that $e will &Cb&ce &Cb&ca&Cc&ck &Cl&ca&Ct&ce&Cr&z.~
CharAuto    &zYou mumble to yourself that you'll &Cb&ce &Cb&ca&Cc&ck &Cl&ca&Ct&ce&Cr&z.~
OthersAuto  &z$n mumbles to $mself that $e'll &Cb&ce &Cb&ca&Cc&ck &Cl&ca&Ct&ce&Cr&z.~
End

#SOCIAL
Name        beam~
CharNoArg   &zYour smile &wb&We&wa&Wm&ws &Yb&Or&Yi&Og&Yh&Ot&Yl&Oy&Y&z.~
OthersNoArg &z$n &wb&We&wa&Wm&ws&z happily.~
CharFound   &zYou &wb&We&wa&Wm a &Yb&Yr&Oi&wl&Wl&wi&Oa&Yn&Yt&z smile at $N.~
OthersFound &z$n dazzles $N with a &Yb&Yr&Oi&wl&Wl&wi&Oa&Yn&Yt&z beaming smile.~
VictFound   &zYou cant help but feel flattered as $n &wb&We&wa&Wm&ws&z a &Yb&Yr&Oi&wl&zl&wi&Oa&Yn&Yt&z smile at you.~
CharAuto    &zYou try and &wb&We&wa&Wm&z a smile at yourself. Are you on crack?~
OthersAuto  &z$n tries to &wb&We&wa&Wm&z a smile at $mself. Is $n on crack?~
End

#SOCIAL
Name        bearhug~
CharNoArg   &zYou &Rh&ru&Rg&z a &Bg&br&Bi&bz&Bz&bl&By&z bear.~
OthersNoArg &z$n &Rh&ru&Rg&rs&z a flea-infested &Bg&br&Bi&bz&Bz&bl&By&z bear.~
CharFound   You &Rb&re&Ra&rr&Rh&ru&Rg&z $M.~
OthersFound $n &Rb&re&Ra&rr&Rh&ru&Rg&rs&z $N.  Some ribs break.~
VictFound   $n &Rb&re&Ra&rr&Rh&ru&Rg&rs&z you.  Wonder what's coming next?~
CharAuto    You &Rb&re&Ra&rr&Rh&ru&Rg&z yourself.~
OthersAuto  $n &Rb&re&Ra&rr&Rh&ru&Rg&rs&z $mself.~
End

#SOCIAL
Name        beer~
CharNoArg   You down a &Cc&co&Cl&cd&z, &wf&wr&Wo&Ws&wt&wy&z beer.~
OthersNoArg $n downs a &Cc&co&Cl&cd&z, &wf&wr&Wo&Ws&wt&wy&z beer.~
CharFound   You draw a &Cc&co&Cl&cd&z, &wf&wr&Wo&Ws&wt&wy&z beer for $N.~
OthersFound $n draws a &Cc&co&Cl&cd&z, &wf&wr&Wo&Ws&wt&wy&z beer for $N.~
VictFound   $n draws a &Cc&co&Cl&cd&z, &wf&wr&Wo&Ws&wt&wy&z beer for you.~
CharAuto    You &Cd&cr&Ca&cw&W yourself a &Ob&Ye&Oe&Yr&z.~
OthersAuto  $n &Cd&cr&Ca&cw&Cs&W $mself a &Ob&Ye&Oe&Yr&z.~
End

#SOCIAL
Name        bitchslap~
CharNoArg   You look around for someone to &Pb&pi&Pt&pc&Ph&ps&Pl&pa&Pp&z.~
OthersNoArg $n looks around to take out $s anger on someone. BETTER RUN!!~
CharFound   You &Pb&pi&Pt&pc&Ph&ps&Pl&pa&Pp&z $M with all your might!~
OthersFound $N has been painfully &Pb&pi&Pt&pc&Ph&ps&Pl&pa&Pp&pp&Pe&pd&z by $n.... RUN FOR YOUR LIFE!!!~
VictFound   You've been utterly &Pb&pi&Pt&pc&Ph&ps&Pl&pa&Pp&pp&Pe&pd&z by $n. THAT ASSHOLE!!!~
CharAuto    Your attempt to &Pb&pi&Pt&pc&Ph&ps&Pl&pa&Pp&z yourself has failed.~
OthersAuto  $n attempts to &Pb&pi&Pt&pc&Ph&ps&Pl&pa&Pp&z $mself but fails.~
End

#SOCIAL
Name        bite~
CharNoArg   You look around for someone to &Yb&Oi&Yt&Oe&z.~
OthersNoArg $n looks around, chomping $s &Wteeth&z.~
CharFound   You &Yb&Oi&Yt&Oe&z $N's arm, chomping with all your might!~
OthersFound $N's arm has been &Yb&Oi&Yt&Ot&Ye&On&z by $n!~
VictFound   $n has &Yb&Oi&Yt&Ot&Ye&On&z your arm, &ROh My God&z!!!~
CharAuto    You &Yb&Oi&Yt&Oe&z your arm you freak.~
OthersAuto  $n &Yb&Oi&Yt&Oe&Ys&z $s own arm, what a freak.~
End

#SOCIAL
Name        bkiss~
CharNoArg   &BB&bl&Bo&bw&z a &Pk&pi&Ps&ps&z to whom?~
OthersNoArg $n &Bb&bl&Bo&bw&Bs&z at $s hand.~
CharFound   You &Bb&bl&Bo&bw&Bs&z a &Pk&pi&Ps&ps&z to $M.~
OthersFound $n &Bb&bl&Bo&bw&Bs&z a &Pk&pi&Ps&ps&z to $N.  Touching, ain't it?~
VictFound   $n &Bb&bl&Bo&bw&Bs&z a &Pk&pi&Ps&ps&z to you.  Not as good as a real one, huh?~
CharAuto    You &Bb&bl&Bo&bw&z a &Pk&pi&Ps&ps&z to yourself.~
OthersAuto  $n &Bb&bl&Bo&bw&Bs&z a &Pk&pi&Ps&ps&z to $mself.  Weird.~
End

#SOCIAL
Name        bleed~
CharNoArg   You &Rb&rl&Re&re&Rd&z all over the room!~
OthersNoArg $n &Rb&rl&Re&re&Rd&rs&z all over the room!  Get out of $s way!~
CharFound   You &Rb&rl&Re&re&Rd&z all over $M!~
OthersFound $n &Rb&rl&Re&re&Rd&rs&z all over $N.  Better leave, you may be next!~
VictFound   $n &Rb&rl&Re&re&Rd&rs&z all over you!  YUCK!~
CharAuto    You &Rb&rl&Re&re&Rd&z all over yourself!~
OthersAuto  $n &Rb&rl&Re&re&Rd&rs&z all over $mself.~
End

#SOCIAL
Name        blink~
CharNoArg   You &Cb&cl&Ci&cn&Ck&z in utter disbelief.~
OthersNoArg $n &Cb&cl&Ci&cn&Ck&cs&z in utter disbelief.~
CharFound   You &Cb&cl&Ci&cn&Ck&z at $M in confusion.~
OthersFound $n &Cb&cl&Ci&cn&Ck&cs&z at $N in confusion.~
VictFound   $n &Cb&cl&Ci&cn&Ck&cs&z at you in confusion.~
CharAuto    You are &Cs&cooooooooooooo&z confused~
OthersAuto  $n &Cb&cl&Ci&cn&Ck&cs&z at $mself in complete confusion.~
End

#SOCIAL
Name        blush~
CharNoArg   Your cheeks are &bb&Bu&pr&Pn&pi&Bn&bg&z.~
OthersNoArg $n &bb&Bl&pu&Ps&ph&Be&bs&z.~
CharFound   You get all &bf&Bl&pu&Ps&Pt&Pe&pr&Be&bd&z up seeing $M.~
OthersFound $n &bb&Bl&pu&Ps&ph&Be&bs&z as $e sees $N here.~
VictFound   $n &bb&Bl&pu&Ps&ph&Be&bs&z as $e sees you here.  Such an effect on people!~
CharAuto    You &bb&Bl&Pu&Bs&bh&z at your own folly.~
OthersAuto  $n &bb&Bl&pu&Ps&ph&Be&bs&z as $e notices $s boo-boo.~
End

#SOCIAL
Name        boggle~
CharNoArg   You &Bb&bo&Bg&bg&Bl&be&z in complete incomprehension.~
OthersNoArg $n &Bb&bo&Bg&bg&Bl&be&Bs &zin complete incomprehension.~
CharFound   You &Bb&bo&Bg&bg&Bl&be&z in complete incomprehension of $S actions.~
OthersFound $n &bb&bo&Bg&bg&Bl&be&Bs&z in complete incomprehension of $N's actions.~
VictFound   $n &Bb&bo&Bg&bg&Bl&be&Bs&z in complete incomprehension of your actions.~
CharAuto    You &Bb&bo&Bg&bg&Bl&be&z in complete incomprehension of your own actions.  Confused?~
OthersAuto  $n &Bb&bo&Bg&bg&Bl&be&Bs&z, plain and simple.~
End

#SOCIAL
Name        bonk~
CharNoArg   &BB&bo&Bn&bk&z who?~
OthersNoArg Better run $n is looking to &Bb&bo&Bn&bk&z an &Pi&pd&Pi&po&Pt&z.~
CharFound   You &Bb&bo&Bn&bk&z $N on the head for being the &Pi&pd&Pi&po&Pt&z they are.~
OthersFound $n &Bb&bo&Bn&bk&Be&bd&z $N for being a fool. Looks like $N did it again.~
VictFound   $n &Bb&bo&Bn&bk&Bs&z you on the head for being so foolish.~
CharAuto    You &Bb&bo&Bn&bk&z yourself for being such an idiot.~
OthersAuto  $n &Bb&bo&Bn&bk&Bs&z themself and grimaces in pain.  That'll teach them not to do it.~
End

#SOCIAL
Name        boo~
CharNoArg   &RBOO!&z~
OthersNoArg $n screams "&RBoo!&z"~
CharFound   You scream "&RBoo!&z" into $N's face scaring the &Cl&ci&Cf&ce&z out of $M.~
OthersFound $n screams "&RBoo!&z" into $N's face scaring the &Cl&ci&Cf&ce&z out of $M.~
VictFound   $n screams "&RBoo!&z" into your face. &GW&go&Ga&gh&z! You grab your chest, and your &Rh&re&Ra&rr&Rt&z feels like it is going to explode.~
CharAuto    You scream "&RBoo!&z" and &Ys&Oo&Yi&Ol&z yourself.~
OthersAuto  $n screams "&RBoo!&z" and some type of &Cl&ci&Cq&cu&Ci&cd&z &Yt&Or&Yi&Oc&Yk&Ol&Ye&Os&z down $n's leg.~
End

#SOCIAL
Name        bored~
CharNoArg   You're so damn &Cb&co&Cr&ce&Cd&z.~
OthersNoArg $n is so damn &Cb&co&Cr&ce&Cd&z.~
CharFound   You complain to $N about how &Cb&co&Cr&ce&Cd&z you are.~
OthersFound $n complains to $N about how &Cb&co&Cr&ce&Cd&z $e is.~
VictFound   $n complains to you about how &Cb&co&Cr&ce&Cd&z $e is.~
CharAuto    You &Cs&cc&Cr&ca&Ct&cc&Ch&z your &Gg&ge&Gn&gi&Gt&ga&Gl&gs&z.~
OthersAuto  $n &Cs&cc&Cr&ca&Ct&cc&Ch&ce&Cs&z $s &Gg&ge&Gn&gi&Gt&ga&Gl&gs&z. Gross!~
End

#SOCIAL
Name        bounce~
CharNoArg   &BB&bO&BI&bI&BN&bN&BN&bN&BN&bN&BG&bG&z!~
OthersNoArg $n &Bb&bo&Bu&bn&Bc&be&Bs&z around.~
CharFound   You &Bb&bo&Bu&bn&Bc&be&z onto $S lap.~
OthersFound $n &Bb&bo&Bu&bn&Bc&be&Bs&z onto $N's lap.~
VictFound   $n &Bb&bo&Bu&bn&Bc&be&Bs&z onto your lap.~
CharAuto    You &Bb&bo&Bu&bn&Bc&be&z your head like a basketball.~
OthersAuto  $n plays &Bb&ba&Bs&bk&Be&bt&Bb&ba&Bl&bl&z with $s head.~
End

#SOCIAL
Name        bow~
CharNoArg   You &Bb&bo&Bw&z deeply.~
OthersNoArg $n &Bb&bo&Bw&bs&z deeply.~
CharFound   You &Bb&bo&Bw&z before $M.~
OthersFound $n &Bb&bo&Bw&bs&z before $N.~
VictFound   $n &Bb&bo&Bw&bs&z before you.~
CharAuto    You kiss your toes.~
OthersAuto  $n folds up like a jack knife and kisses $s own toes.~
End

#SOCIAL
Name        brb~
CharNoArg   You announce that you will &Cb&ce &Cr&cight &Cb&cack&z.~
OthersNoArg $n says in a stern voice, '&CI&c'll &Cb&ce &Cb&cack&z!'~
CharFound   You announce to $M that you will &Cb&ce &Cr&cight &Cb&cack&z.~
OthersFound $n says to $N in a stern voice, '&CI&c'll &Cb&ce &Cb&cack&z!'~
VictFound   $n says to you in a stern voice, '&CI&c'll &Cb&ce &Cr&cight &Cb&cack&z!'~
CharAuto    You mumble to yourself, '&CI&c'll &Cb&ce &Cr&cight &Cb&cack&z'~
OthersAuto  $n mumbles to $mself, '&CI&c'll &Cb&ce &Cr&cight &Cb&cack&z, won't I?'~
End

#SOCIAL
Name        brush~
CharNoArg   &PB&pr&Pu&ps&Ph&z what? Who? Where?~
OthersNoArg $n looks for someone to &Pb&pr&Pu&ps&Ph&z.~
CharFound   You &Pb&pr&Pu&ps&Ph&z out $S hair for $M.  Very thoughtful.~
OthersFound $n &Pb&pr&Pu&ps&Ph&pe&Ps&z $N's hair for $M.  Looks better now.~
VictFound   $n &Pb&pr&Pu&ps&Ph&pe&Ps&z out your hair.  How nice of $m.~
CharAuto    You &Pb&pr&Pu&ps&Ph&z out your hair.  There - much better.~
OthersAuto  $n &Pb&pr&Pu&ps&Ph&pe&Ps&z out $s hair.  Looks much better now.~
End

#SOCIAL
Name        bucket~
CharNoArg   You go and fetch some &wb&Wu&wc&Wk&we&Wt&ws&z of &Cc&co&Cl&cd&z &Bw&ba&Bt&be&Br&z.~
OthersNoArg $n runs and gets &wb&Wu&wc&Wk&we&Wt&ws&z full of &Cc&co&Cl&cd&z &Bw&ba&Bt&be&Br&z.~
CharFound   You throw a &wb&Wu&wc&Wk&we&Wt&z of &Cc&co&Cl&cd&z &Bw&ba&Bt&be&Br&z onto $N.~
OthersFound $n throws a &wb&Wu&wc&Wk&we&Wt&z of &Cc&co&Cl&cd&z &Bw&ba&Bt&be&Br&z onto $N.~
VictFound   $n throws a &wb&Wu&wc&Wk&we&Wt&z of &Cc&co&Cl&cd&z &Bw&ba&Bt&be&Br&z onto you. Hope no one sees your hard &Pn&pi&Pp&pp&Pl&pe&Ps&z.~
CharAuto    You throw a &wb&Wu&wc&Wk&we&Wt&z of &Cc&co&Cl&cd&z &Bw&ba&Bt&be&Br&z on yourself, waking yourself up.~
OthersAuto  $n is drenched in &Cc&co&Cl&cd&z &Bw&ba&Bt&be&Br&z that &e threw onto $mself.~
End

#SOCIAL
Name        burp~
CharNoArg   You &Gb&gu&Gr&gp&z loudly.~
OthersNoArg $n &Gb&gu&Gr&gp&Gs&z loudly.~
CharFound   You &Gb&gu&Gr&gp&z loudly to $M in response.~
OthersFound $n &Gb&gu&Gr&gp&Gs&z loudly in response to $N's remark.~
VictFound   $n &Gb&gu&Gr&gp&Gs&z loudly in response to your remark.~
CharAuto    You &Gb&gu&Gr&gp&z at yourself.~
OthersAuto  $n &Gb&gu&Gr&gp&Gs&z at $mself.  What a sick sight.~
End

#SOCIAL
Name        bye~
CharNoArg   You say &Cg&co&Co&cd&Cb&cy&Ce&z to all in the room.~
OthersNoArg $n says &Cg&co&Co&cd&Cb&cy&Ce&z to everyone in the room.~
CharFound   You say &Cg&co&Co&cd&Cb&cy&Ce&z to $N.~
OthersFound $n says &Cg&co&Co&cd&Cb&cy&Ce&z to $N.~
VictFound   $n says &Cg&co&Co&cd&Cb&cy&Ce&z to you.~
CharAuto    You say &Cg&co&Co&cd&Cb&cy&Ce&z to yourself.  Contemplating suicide?~
OthersAuto  $n says &Cg&co&Co&cd&Cb&cy&Ce&z to $mself.  Is $e contemplating suicide?~
End

#SOCIAL
Name        cackle~
CharNoArg   You throw back your head and &Bc&ba&Bc&bk&Bl&be&z with &Pi&pn&Ps&pa&Pn&pe&z glee!~
OthersNoArg $n throws back $s head and &Bc&ba&Bc&bk&Bl&be&Bs&z with &Pi&pn&Ps&pa&Pn&pe&z glee!~
CharFound   You &Bc&ba&Bc&bk&Bl&be&z gleefully at $N.~
OthersFound $n &Bc&ba&Bc&bk&Bl&be&Bs&z gleefully at $N.~
VictFound   $n &Bc&ba&Bc&bk&Bl&be&Bs&z gleefully at you.  Better keep your distance from $m.~
CharAuto    You &Bc&ba&Bc&bk&Bl&be&z at yourself.  Now, THAT'S strange!~
OthersAuto  $n is really crazy now!  $e &Bc&ba&Bc&bk&Bl&be&Bs&z at $mself.~
End

#SOCIAL
Name        caress~
CharNoArg   &PC&pa&Pr&pe&Ps&ps&z whom?~
OthersNoArg $n is looking for someone to be intimate with.~
CharFound   You tenderly &PC&pa&Pr&pe&Ps&ps&z $N's face.~
OthersFound $n slides $m hand over $N's face in a soft &PC&pa&Pr&pe&Ps&ps&z.~
VictFound   $n slides $s hand over your face gently &PC&pa&Pr&pe&Ps&ps&Pi&pn&Pg&z you with a gentle touch.~
CharAuto    You're going to do &RWHAT&z to yourself?~
OthersAuto  Don't look now but $n is trying to &PC&pa&Pr&pe&Ps&ps&z $s own cheek.~
End

#SOCIAL
Name        catnap~
CharNoArg   You &Cc&cu&Cr&cl&z into a tiny ball and go to &Bs&bl&Be&be&Bp&z.~
OthersNoArg $n &Cc&cu&Cr&cl&Cs&z $mself into a tiny ball and goes to &Bs&bl&Be&be&Bp&z.~
CharFound   You &Cc&cu&Cr&cl&z up in $S lap and go to &Bs&bl&Be&be&Bp&z.~
OthersFound $n &Cc&cu&Cr&cl&Cs&z up in $N's lap and goes to &Bs&bl&Be&be&Bp&z.~
VictFound   $n &Cc&cu&Cr&cl&Cs&z up in your lap and goes to &Bs&bl&Be&be&Bp&z.~
CharAuto    You &Cc&cu&Cr&cl&z into a tiny ball and go to &Bs&bl&Be&be&Bp&z.~
OthersAuto  $n &Cc&cu&Cr&cl&Cs&z $mself into a tiny ball and goes to &Bs&bl&Be&be&Bp&z.~
End

#SOCIAL
Name        cheer~
CharNoArg   You Stand up and &Bc&bh&Be&be&Br&z!~
OthersNoArg $n stands up and &Bc&bh&Be&be&Br&bs&z proudly!~
CharFound   You &Bc&bh&Be&be&Br&z for $N!~
OthersFound $n &Bc&bh&Be&be&Br&bs&z for $N!~
VictFound   $n &Bc&bh&Be&be&Br&bs&z for you!~
CharAuto    You &Bc&bh&Be&be&Br&z for yourself! Don't you feel happy?~
OthersAuto  $n &Bc&bh&Be&be&Br&bs&z for $mself! Doesn't $e look happy?~
End

#SOCIAL
Name        chortle~
CharNoArg   You &Bc&bh&Bo&br&Bt&bl&Be&b&z with &Rg&rl&Pe&pe&z.~
OthersNoArg $n chortles with &Rg&rl&Pe&pe&z.~
CharFound   You &Bc&bh&Bo&br&Bt&bl&Be&z loudly at $M.~
OthersFound $n &Bc&bh&Bo&br&Bt&bl&Be&bs&z loudly at $N.~
VictFound   $n &Bc&bh&Bo&br&Bt&bl&Be&bs&z loudly at you.~
CharAuto    You &Bc&bh&Bo&br&Bt&bl&Be&z loudly to yourself.~
OthersAuto  $n &Bc&bh&Bo&br&Bt&bl&Be&bs&z loudly to $mself.~
End

#SOCIAL
Name        chuckle~
CharNoArg   You &cc&Ch&cu&Cc&ck&Cl&ce&z politely.~
OthersNoArg $n &cc&Ch&cu&Cc&ck&Cl&ce&Cs&z politely.~
CharFound   You &cc&Ch&cu&Cc&ck&Cl&ce&z at $S joke.~
OthersFound $n &cc&Ch&cu&Cc&ck&Cl&ce&Cs&z at $N's joke.~
VictFound   $n &cc&Ch&cu&Cc&ck&Cl&ce&Cs&z at your joke.~
CharAuto    You &cc&Ch&cu&Cc&ck&Cl&ce&z at your own joke, since no one else would.~
OthersAuto  $n &cc&Ch&cu&Cc&ck&Cl&ce&Cs&z at $s own joke, since none of you would.~
End

#SOCIAL
Name        clap~
CharNoArg   You &cc&Cl&ca&Cp&z your hands together.~
OthersNoArg $n shows $s approval by &cc&Cl&ca&Cp&cp&Ci&cn&Cg&z $s hands together.~
CharFound   You &cc&Cl&ca&Cp&z at $S performance.~
OthersFound $n &cc&Cl&ca&Cp&cs&z at $N's performance.~
VictFound   $n &cc&Cl&ca&Cp&cs&z at your performance.~
CharAuto    You &cc&Cl&ca&Cp&z at your own performance.~
OthersAuto  $n &cc&Cl&ca&Cp&cs&z at $s own performance.~
End

#SOCIAL
Name        claw~
CharNoArg   You show off those terrible claws of yours with a &Rh&ri&Rs&rs&z.~
OthersNoArg $n looks around for someone to &Rc&rl&Ra&rw&z at.~
CharFound   With an angry &Pm&pe&Po&pw&z and a &Rh&ri&Rs&rs&z, you attempt to &Rc&rl&Ra&rw&z $N's eyes out!~
OthersFound With an angry &Pm&pe&Po&pw&z and a &Rh&ri&Rs&rs&z, $n attempts to &Rc&rl&Ra&rw&z $N's eyes out! Run for your life!~
VictFound   $n &Bl&bu&Bn&bg&Be&bs&z at you and tries to &Rc&rl&Ra&rw&z your eyes out! Look out!~
CharAuto    You sit down and start to clean your &Rc&rl&Ra&rw&Rs&z with your &Pt&po&Pn&pg&Pu&pe&z.~
OthersAuto  $n sits in a heap and cleans $s &Rc&rl&Ra&rw&Rs&z with $s &Pt&po&Pn&pg&Pu&pe&z.~
End

#SOCIAL
Name        clobber~
CharNoArg   You look around menacingly, waving a big wooden &Rb&ra&Rt&z full of &Rn&ra&Ri&rl&Rs&z.~
OthersNoArg $n glares around $m, waving a big wooden &Rb&ra&Rt&z full of &Rn&ra&Ri&rl&Rs&z.~
CharFound   You grab a bat full of nails and &W*&RC&rL&RO&rB&RB&rE&RR&W*&z $N with it! &BO&bU&BC&bH&z!~
OthersFound $n pulls out a bat full of nails and &W*&RC&rL&RO&rB&RB&rE&RR&rS&W*&z $N with it! Somebody call an ambulence!~
VictFound   $n pulls out a bat full of nails and &W*&RC&rL&RO&rB&RB&rE&RR&rS&W*&z you with it! You drop cold as a &Cb&cl&Co&cc&Ck o&cf &Ci&cc&Ce&z!~
CharAuto    You take out a bat full of nails and &W*&RC&rL&RO&rB&RB&rE&RR&W*&z yourself in repentance of your mistakes!~
OthersAuto  $n pulls out a bat full of nails and &W*&RC&rL&RO&rB&RB&rE&RR&rS&W*&z $mself! Has $e gone mad!?~
End

#SOCIAL
Name        comfort~
CharNoArg   Do you feel &Pu&pn&bc&Bo&cm&Cfo&Cr&ct&Ba&bb&pl&Pe&z?~
OthersNoArg $n looks rather &Pu&pn&bc&Bo&cm&Cfo&Cr&ct&Ba&bb&pl&Pe&z?.~
CharFound   You &Pc&po&bm&Bf&bo&pr&Pt&z $M.~
OthersFound $n &Pc&po&bm&Bf&Bo&br&pt&Ps&z $N.~
VictFound   $n &Pc&po&bm&Bf&Bo&br&pt&Ps&z you.~
CharAuto    You make a vain attempt to &Pc&po&bm&Bf&bo&pr&Pt&z yourself.~
OthersAuto  $n has no one to &Pc&po&bm&Bf&bo&pr&Pt&z $m but $mself.~
End

#SOCIAL
Name        cough~
CharNoArg   You &Gc&go&Gu&gg&Gh&z loudly.~
OthersNoArg $n &Gc&go&Gu&gg&Gh&gs&z loudly.~
CharFound   You &Gc&go&Gu&gg&Gh&z loudly at $N.~
OthersFound $n &Gc&go&Gu&gg&Gh&gs&z loudly, and glares at $N.~
VictFound   $n &Gc&go&Gu&gg&Gh&gs&z loudly, and glares at you.~
CharAuto    You &Gc&go&Gu&gg&Gh&z loudly.~
OthersAuto  $n &Gc&go&Gu&gg&Gh&gs&z loudly.  $n should take better care of $mself.~
End

#SOCIAL
Name        cower~
CharNoArg   What are you afraid of?~
OthersNoArg $n &Cc&co&Cw&ce&Cr&cs&z in the corner from claustrophobia.~
CharFound   You &Cc&co&Cw&ce&Cr&z in the corner at the sight of $M.~
OthersFound $n &Cc&co&Cw&ce&Cr&cs&z in the corner at the sight of $N.~
VictFound   $n &Cc&co&Cw&ce&Cr&cs&z in the corner at the sight of you.~
CharAuto    You &Cc&co&Cw&ce&Cr&z in the corner at the thought of yourself.  You scaredy cat!~
OthersAuto  $n &Cc&co&Cw&ce&Cr&cs&z in the corner.  What is wrong with $m now?~
End

#SOCIAL
Name        cringe~
CharNoArg   You &Rc&rr&Ri&rn&Rg&re&z in &Pt&pe&Pr&pr&Po&pr&z.~
OthersNoArg $n &Rc&rr&Ri&rn&Rg&re&Rs&z in &Pt&pe&Pr&pr&Po&pr&z!~
CharFound   You &Rc&rr&Ri&rn&Rg&re&z away from $M.~
OthersFound $n &Rc&rr&Ri&rn&Rg&re&Rs&z away from $N in mortal &Pt&pe&Pr&pr&Po&pr&z.~
VictFound   $n &Rc&rr&Ri&rn&Rg&re&Rs&z away from you.~
CharAuto    I beg your pardon?~
OthersAuto  I don't think we want to know what's wrong with $m.~
End

#SOCIAL
Name        crush~
